v,vw,o,c,h,l,t,n
2524,164.1555,164.49,164,164.49,164,1681113600000,80
562,163.9875,164,164,164,164,1681113660000,30
472,163.9585,163.96,163.96,163.96,163.96,1681113900000,7
965,163.9596,163.9,163.96,163.96,163.9,1681113960000,14
3469,164.034,164,164.3,164.3,164,1681114140000,49
1127,164.0291,164.05,164,164.05,164,1681114200000,22
1395,163.9954,164,163.99,164,163.99,1681114320000,19
918,163.9996,164,164,164,164,1681114380000,13
411,163.9977,164,164,164,164,1681114440000,12
725,163.9453,163.94,163.96,163.96,163.94,1681114560000,38
626,163.9211,163.93,163.92,163.93,163.92,1681114620000,19
672,163.8817,163.92,163.92,163.92,163.92,1681114920000,15
311,163.5973,163.59,163.59,163.59,163.59,1681115220000,13
319,163.6139,163.62,163.61,163.62,163.61,1681115280000,13
633,163.6119,163.61,163.61,163.61,163.61,1681115340000,15
508,163.607,163.61,163.61,163.61,163.61,1681115400000,9
375,163.5755,163.57,163.57,163.57,163.57,1681115460000,17
958,163.6506,163.65,163.65,163.65,163.65,1681115880000,14
101,163.7502,163.75,163.75,163.75,163.75,1681116060000,2
205,163.7698,163.75,163.75,163.75,163.75,1681116120000,7
1246,163.7988,163.8,163.8,163.8,163.8,1681116240000,15
202,163.75,163.75,163.75,163.75,163.75,1681116360000,4
303,163.617,163.62,163.62,163.62,163.62,1681116480000,6
486,163.6065,163.63,163.56,163.63,163.56,1681116660000,14
1339,163.7317,163.76,163.7,163.76,163.66,1681116720000,14
550,163.749,163.75,163.75,163.75,163.75,1681116900000,7
1550,163.6884,163.77,163.57,163.77,163.57,1681117260000,30
1663,163.7491,163.72,163.72,163.72,163.72,1681117800000,27
319,163.7881,163.8,163.8,163.8,163.8,1681118100000,8
325,163.803,163.8,163.8,163.8,163.8,1681118280000,9
533,163.7025,163.7,163.68,163.7,163.68,1681118940000,16
4848,163.7794,163.76,163.78,163.78,163.76,1681119360000,24
4805,163.9482,163.88,163.97,163.97,163.86,1681119600000,43
209,163.95,163.95,163.95,163.95,163.95,1681119900000,2
323,163.8501,163.85,163.85,163.85,163.85,1681120080000,5
1279,163.8054,163.8,163.8,163.8,163.8,1681120380000,33
186,163.7994,163.8,163.8,163.8,163.8,1681120800000,6
392,163.6982,163.7,163.7,163.7,163.7,1681120920000,18
1037,163.725,163.69,163.75,163.75,163.69,1681121040000,23
566,163.6905,163.71,163.69,163.71,163.69,1681121100000,18
152,163.7,163.7,163.7,163.7,163.7,1681121220000,5
1663,163.6906,163.68,163.69,163.7,163.68,1681121520000,13
219,163.7561,163.74,163.78,163.78,163.74,1681121640000,8
1345,163.8806,163.78,163.98,163.98,163.78,1681121700000,37
1173,163.9276,163.98,163.9,163.98,163.9,1681121760000,23
440,163.8955,163.9,163.89,163.9,163.89,1681121940000,6
794,163.785,163.78,163.78,163.78,163.78,1681122120000,25
807,163.8216,163.85,163.85,163.85,163.85,1681122840000,29
206,163.7823,163.8,163.8,163.8,163.8,1681122900000,8
5041,163.5867,163.66,163.23,163.66,163.23,1681123620000,147
5602,163.6587,163.63,163.48,163.68,163.48,1681123800000,46
233,163.6194,163.58,163.58,163.58,163.58,1681124040000,9
4112,163.3226,163.46,163.26,163.47,163.25,1681124100000,84
673,163.3733,163.4,163.4,163.4,163.4,1681124220000,13
1684,163.3363,163.4,163.32,163.4,163.32,1681124280000,20
3605,163.5909,163.6,163.59,163.64,163.59,1681124400000,124
2835,163.512,163.52,163.5,163.53,163.49,1681124460000,63
2447,163.5607,163.51,163.6,163.6,163.51,1681124520000,54
2044,163.5232,163.55,163.44,163.55,163.44,1681124580000,44
326,163.4524,163.45,163.45,163.45,163.45,1681124700000,16
3236,163.4853,163.5,163.47,163.5,163.47,1681124760000,49
685,163.5088,163.5,163.5,163.5,163.5,1681124880000,20
1245,163.5112,163.5,163.5,163.5,163.5,1681125000000,44
735,163.5499,163.55,163.55,163.55,163.55,1681125120000,23
2735,163.5254,163.53,163.51,163.53,163.51,1681125300000,44
1242,163.4602,163.5,163.43,163.5,163.42,1681125360000,43
1068,163.4748,163.5,163.44,163.5,163.44,1681125420000,31
191,163.449,163.44,163.44,163.44,163.44,1681125480000,9
13697,163.4146,163.45,163.35,163.45,163.35,1681125540000,93
1213,163.3101,163.31,163.31,163.31,163.3,1681125660000,31
621,163.2877,163.31,163.26,163.31,163.26,1681125780000,22
375,163.2904,163.27,163.27,163.27,163.27,1681125840000,12
3947,163.2375,163.31,163.21,163.31,163.21,1681125900000,153
621,163.171,163.19,163.19,163.19,163.19,1681126080000,14
3446,163.1192,163.14,163.17,163.17,163.1,1681126140000,83
7272,163.0164,163.12,162.91,163.12,162.91,1681126200000,233
1573,162.9016,162.9,162.9,162.9,162.9,1681126260000,22
2651,162.8736,162.91,162.85,162.91,162.85,1681126320000,56
8808,162.7161,162.85,162.76,162.85,162.5,1681126380000,162
1686,162.7178,162.75,162.7,162.75,162.7,1681126560000,45
1505,162.7396,162.75,162.75,162.75,162.75,1681126740000,29
1405,162.808,162.8,162.8,162.8,162.8,1681126860000,16
316,162.8842,162.87,162.87,162.87,162.87,1681126920000,9
2667,162.8146,162.85,162.8,162.85,162.8,1681126980000,47
509,162.8052,162.79,162.79,162.79,162.79,1681127040000,16
1994,162.7617,162.76,162.75,162.76,162.75,1681127100000,46
6211,162.701,162.72,162.65,162.72,162.65,1681127160000,102
1680,162.6407,162.69,162.6,162.69,162.6,1681127280000,40
1941,162.5678,162.56,162.56,162.6,162.56,1681127340000,45
373,162.6701,162.68,162.68,162.68,162.68,1681127400000,12
1164,162.7361,162.75,162.75,162.75,162.75,1681127460000,32
210,162.6972,162.69,162.69,162.69,162.69,1681127520000,12
624,162.6784,162.68,162.68,162.68,162.68,1681127580000,12
10944,162.7461,162.69,162.8,162.8,162.69,1681127640000,67
2089,162.761,162.77,162.75,162.77,162.75,1681127700000,21
2979,162.7453,162.73,162.75,162.75,162.73,1681127760000,46
1131,162.7821,162.8,162.76,162.8,162.76,1681127820000,44
1440,162.7655,162.79,162.75,162.8,162.75,1681127940000,32
37268,163.0169,163.35,162.87,163.61,162.55,1681128000000,447
24208,162.9696,162.86,162.8,163.75,162.8,1681128060000,938
1197,163.2895,162.77,162.77,162.77,162.77,1681128120000,213
2584,162.7899,162.77,162.75,162.8,162.75,1681128180000,61
1322,162.7741,162.8,162.75,162.8,162.75,1681128240000,20
3763,162.7042,162.74,162.7,162.74,162.66,1681128300000,93
6215,162.6802,162.68,162.7299,162.73,162.61,1681128360000,142
4669,162.6646,162.7,162.63,162.71,162.63,1681128420000,108
7346,162.6573,162.57,162.8591,162.8591,162.55,1681128480000,123
2837,162.7863,162.83,162.8,162.83,162.7101,1681128540000,26
2235,162.8085,162.8499,162.77,162.8499,162.77,1681128600000,46
2943,162.7763,162.7812,162.77,162.7865,162.77,1681128660000,54
1810,162.7081,162.71,162.71,162.71,162.71,1681128720000,40
7809,162.6815,162.71,162.65,162.739,162.65,1681128780000,69
4070,162.6071,162.6,162.6383,162.6383,162.58,1681128840000,77
5122,162.5679,162.6,162.62,162.62,162.53,1681128900000,101
1160,162.5747,162.6252,162.6,162.6252,162.56,1681128960000,49
12206,162.5378,162.55,162.55,162.55,162.5,1681129020000,131
9976,162.5425,162.52,162.5,162.6004,162.5,1681129080000,114
8442,162.5653,162.52,162.55,162.6,162.52,1681129140000,95
4105,162.5508,162.5505,162.55,162.56,162.55,1681129200000,48
7177,162.5234,162.5632,162.51,162.5632,162.48,1681129260000,110
1661,162.5212,162.5,162.51,162.52,162.5,1681129320000,44
2157,162.5806,162.59,162.55,162.59,162.55,1681129380000,46
4809,162.5406,162.55,162.5717,162.5838,162.55,1681129440000,104
5607,162.5194,162.5099,162.55,162.55,162.5,1681129500000,51
2430,162.523,162.51,162.51,162.5583,162.51,1681129560000,48
8029,162.5072,162.56,162.5,162.56,162.46,1681129620000,100
10193,162.4171,162.46,162.39,162.4899,162.33,1681129680000,125
7600,162.4028,162.38,162.4,162.4767,162.38,1681129740000,45
4055,162.4579,162.46,162.47,162.48,162.4,1681129800000,103
1526,162.4384,162.46,162.41,162.46,162.41,1681129860000,49
2871,162.4409,162.41,162.48,162.48,162.4,1681129920000,71
3419,162.4533,162.48,162.45,162.48,162.42,1681129980000,28
5647,162.4522,162.45,162.45,162.4799,162.4214,1681130040000,49
3835,162.4352,162.4,162.48,162.48,162.4,1681130100000,68
7365,162.4756,162.45,162.49,162.5,162.45,1681130160000,105
8909,162.5437,162.54,162.54,162.56,162.5199,1681130220000,111
4509,162.5474,162.55,162.54,162.55,162.54,1681130280000,54
3217,162.5426,162.53,162.53,162.5499,162.53,1681130340000,43
5866,162.5487,162.55,162.55,162.55,162.54,1681130400000,66
9516,162.5536,162.55,162.59,162.59,162.55,1681130460000,57
1961,162.5931,162.59,162.59,162.6,162.59,1681130520000,56
2723,162.5901,162.55,162.58,162.6,162.55,1681130580000,62
1326,162.5768,162.59,162.55,162.6,162.55,1681130640000,49
1508,162.5101,162.5013,162.5,162.52,162.5,1681130700000,68
1991,162.5015,162.5,162.55,162.55,162.48,1681130760000,39
818,162.5349,162.55,162.5,162.55,162.5,1681130820000,20
1720,162.5355,162.53,162.55,162.55,162.53,1681130880000,49
1818,162.5098,162.5,162.5,162.51,162.5,1681130940000,51
913,162.4973,162.5,162.5,162.5,162.5,1681131000000,50
979,162.4979,162.52,162.47,162.52,162.47,1681131060000,25
1075,162.5165,162.5,162.53,162.53,162.5,1681131120000,49
3924,162.5962,162.53,162.64,162.64,162.53,1681131180000,106
5171,162.6046,162.62,162.6,162.62,162.6,1681131240000,52
1047,162.5738,162.5128,162.62,162.62,162.5128,1681131300000,40
5041,162.5653,162.63,162.5,162.63,162.5,1681131360000,104
2998,162.5,162.6066,162.47,162.6066,162.47,1681131420000,74
1306,162.4641,162.45,162.47,162.47,162.45,1681131480000,52
6966,162.5424,162.5,162.55,162.57,162.5,1681131540000,85
2783,162.5181,162.55,162.5,162.57,162.45,1681131600000,60
1313,162.4977,162.48,162.5,162.5,162.48,1681131660000,37
1906,162.5301,162.5,162.5499,162.5499,162.5,1681131720000,37
5082,162.5855,162.55,162.61,162.61,162.55,1681131780000,115
3047,162.5118,162.56,162.5,162.56,162.5,1681131840000,51
2996,162.53,162.5,162.51,162.55,162.5,1681131900000,85
11442,162.5401,162.55,162.5,162.55,162.5,1681131960000,182
7307,162.4177,162.48,162.4,162.48,162.4,1681132020000,145
7333,162.4329,162.43,162.42,162.46,162.4,1681132080000,100
1518,162.4033,162.41,162.4,162.41,162.4,1681132140000,59
2841,162.4015,162.41,162.4003,162.41,162.39,1681132200000,87
940,162.4114,162.42,162.42,162.42,162.42,1681132260000,64
3245,162.436,162.4359,162.45,162.45,162.43,1681132320000,94
804,162.4607,162.4844,162.44,162.4844,162.44,1681132380000,40
1212,162.4424,162.44,162.44,162.45,162.44,1681132440000,50
965,162.4228,162.4007,162.44,162.44,162.4007,1681132500000,29
1034,162.4323,162.44,162.43,162.44,162.43,1681132560000,52
8741,162.4091,162.41,162.39,162.43,162.39,1681132620000,108
4490,162.3768,162.38,162.35,162.39,162.35,1681132680000,78
11815,162.2449,162.3,162.18,162.31,162.18,1681132740000,269
15997,162.2055,162.2,162.22,162.24,162.15,1681132800000,231
12344,162.2237,162.22,162.24,162.27,162.2,1681132860000,172
17077,162.2064,162.21,162.2,162.22,162.1999,1681132920000,160
4987,162.1591,162.19,162.11,162.19,162.11,1681132980000,108
6217,162.1488,162.13,162.16,162.19,162.11,1681133040000,128
43109,162.0106,162.15,162,162.15,161.92,1681133100000,615
17738,162.0332,162.02,162.05,162.0999,161.96,1681133160000,267
61532,161.6326,162,161.4,162.01,161.3425,1681133220000,865
46858,161.3843,161.4,161.59,161.59,161.2,1681133280000,536
35655,161.4755,161.59,161.39,161.59,161.39,1681133340000,490
1549823,161.5672,161.42,161.7677,162,161.37,1681133400000,15279
241348,161.7209,161.7692,161.69,161.81,161.58,1681133460000,3117
288191,161.6603,161.7099,161.5801,161.78,161.56,1681133520000,3409
324583,161.6403,161.5899,161.58,161.86,161.38,1681133580000,3538
274529,161.5528,161.495,161.53,161.78,161.38,1681133640000,3411
364192,161.3899,161.53,161.12,161.63,161.11,1681133700000,4016
446665,161.0445,161.11,161.14,161.14,160.92,1681133760000,4734
311432,161.1632,161.14,161.165,161.27,161.08,1681133820000,3295
349878,160.9844,161.165,160.92,161.1699,160.83,1681133880000,3464
283691,161.1097,160.91,161.17,161.27,160.8831,1681133940000,3237
235040,161.0353,161.16,161.03,161.19,160.92,1681134000000,2811
262786,160.9859,161.01,160.94,161.09,160.84,1681134060000,2929
329369,161.0118,160.955,160.95,161.17,160.8688,1681134120000,3356
212858,160.9818,160.94,160.875,161.07,160.87,1681134180000,2298
301743,160.8139,160.8767,160.88,160.9211,160.67,1681134240000,3169
281507,160.8216,160.89,160.7943,160.9,160.705,1681134300000,2585
373755,160.6232,160.809,160.5112,160.8293,160.4,1681134360000,5087
222447,160.5419,160.51,160.48,160.62,160.4601,1681134420000,4642
306132,160.4604,160.485,160.4,160.53,160.36,1681134480000,5330
265724,160.3928,160.4067,160.28,160.51,160.22,1681134540000,5074
292217,160.3233,160.275,160.28,160.39,160.23,1681134600000,4857
421392,160.2512,160.27,160.289,160.35,160.17,1681134660000,5732
364578,160.2109,160.28,160.15,160.31,160.08,1681134720000,5337
251138,160.3469,160.1512,160.4375,160.45,160.135,1681134780000,4729
233447,160.4248,160.44,160.4907,160.4907,160.36,1681134840000,4537
283812,160.5706,160.49,160.53,160.67,160.44,1681134900000,4894
183280,160.6021,160.53,160.6,160.67,160.51,1681134960000,4128
240432,160.5117,160.59,160.49,160.62,160.38,1681135020000,5123
146997,160.4465,160.49,160.39,160.51,160.38,1681135080000,3748
173219,160.4213,160.39,160.4712,160.51,160.36,1681135140000,3747
226486,160.2919,160.47,160.2,160.47,160.2,1681135200000,4792
160780,160.2662,160.19,160.29,160.35,160.185,1681135260000,4387
147594,160.3625,160.29,160.435,160.438,160.28,1681135320000,4129
137935,160.417,160.44,160.34,160.48,160.3136,1681135380000,3792
128595,160.4537,160.35,160.5499,160.56,160.3411,1681135440000,3590
152121,160.5853,160.55,160.535,160.63,160.52,1681135500000,4071
208426,160.4284,160.53,160.45,160.53,160.28,1681135560000,4562
112734,160.5308,160.45,160.4601,160.595,160.4494,1681135620000,3570
118642,160.4394,160.46,160.45,160.52,160.39,1681135680000,3376
169195,160.3751,160.46,160.375,160.47,160.3,1681135740000,4184
127568,160.4374,160.3787,160.5,160.51,160.37,1681135800000,3597
161813,160.5475,160.51,160.58,160.59,160.5,1681135860000,4062
175804,160.6372,160.585,160.68,160.71,160.56,1681135920000,3993
145390,160.6411,160.675,160.63,160.68,160.59,1681135980000,3629
198867,160.614,160.63,160.49,160.73,160.47,1681136040000,4056
126851,160.6054,160.4823,160.545,160.67,160.4823,1681136100000,3717
374209,160.5039,160.54,160.547,160.5688,160.44,1681136160000,3836
113434,160.545,160.5451,160.56,160.62,160.46,1681136220000,3696
131291,160.598,160.565,160.5,160.68,160.5,1681136280000,3913
144853,160.424,160.5,160.38,160.505,160.35,1681136340000,3963
155627,160.3674,160.38,160.27,160.49,160.255,1681136400000,4174
193925,160.2455,160.2659,160.2841,160.3,160.19,1681136460000,4397
127789,160.3678,160.28,160.44,160.455,160.26,1681136520000,3816
100377,160.4574,160.45,160.44,160.5287,160.4,1681136580000,3610
82673,160.4619,160.44,160.5,160.5198,160.41,1681136640000,3401
112630,160.5287,160.5,160.5479,160.5983,160.47,1681136700000,3618
112990,160.4766,160.54,160.4,160.575,160.35,1681136760000,3584
78410,160.4299,160.39,160.445,160.465,160.37,1681136820000,3385
192768,160.2411,160.44,160.1815,160.44,160.15,1681136880000,4345
148918,160.1544,160.18,160.155,160.215,160.09,1681136940000,4062
139895,160.2367,160.16,160.33,160.335,160.145,1681137000000,3216
127617,160.3806,160.34,160.344,160.4271,160.33,1681137060000,3054
135849,160.3829,160.34,160.3029,160.44,160.3029,1681137120000,3120
67707,160.3233,160.3,160.335,160.37,160.2702,1681137180000,2114
121867,160.3518,160.32,160.37,160.4,160.28,1681137240000,1287
117460,160.3215,160.365,160.32,160.375,160.26,1681137300000,1457
100710,160.3341,160.32,160.409,160.43,160.25,1681137360000,1256
158543,160.489,160.42,160.48,160.56,160.42,1681137420000,1493
63394,160.4676,160.48,160.4816,160.501,160.43,1681137480000,891
73827,160.4941,160.4815,160.5099,160.55,160.42,1681137540000,991
86432,160.5641,160.5,160.54,160.6,160.5,1681137600000,1033
93296,160.4843,160.5378,160.48,160.545,160.44,1681137660000,1287
74524,160.5223,160.48,160.5912,160.5912,160.45,1681137720000,980
94003,160.5697,160.59,160.58,160.61,160.53,1681137780000,1035
145105,160.692,160.58,160.74,160.79,160.575,1681137840000,1525
194445,160.6536,160.73,160.62,160.747,160.55,1681137900000,2033
107730,160.6714,160.6115,160.71,160.725,160.6115,1681137960000,1022
76591,160.7158,160.71,160.72,160.75,160.68,1681138020000,934
84448,160.718,160.715,160.735,160.7499,160.69,1681138080000,857
140607,160.781,160.74,160.815,160.82,160.73,1681138140000,1321
128902,160.7194,160.815,160.6607,160.815,160.63,1681138200000,1408
109372,160.6105,160.66,160.63,160.6862,160.52,1681138260000,1360
94004,160.6375,160.62,160.59,160.67,160.59,1681138320000,1052
100916,160.5436,160.595,160.56,160.605,160.505,1681138380000,1107
384497,160.5532,160.5601,160.59,160.62,160.51,1681138440000,1065
99849,160.662,160.59,160.685,160.7174,160.59,1681138500000,1324
104457,160.6893,160.68,160.635,160.74,160.625,1681138560000,1538
85174,160.6518,160.63,160.6901,160.7,160.62,1681138620000,1102
68100,160.6988,160.695,160.63,160.74,160.63,1681138680000,934
83475,160.6013,160.62,160.545,160.67,160.52,1681138740000,1057
70412,160.5785,160.545,160.58,160.6113,160.53,1681138800000,893
101217,160.6604,160.585,160.76,160.77,160.54,1681138860000,1130
106896,160.7671,160.7601,160.735,160.81,160.72,1681138920000,1158
152168,160.8682,160.74,160.895,160.94,160.74,1681138980000,1450
132697,160.8048,160.88,160.795,160.88,160.71,1681139040000,1552
82247,160.8314,160.7915,160.8138,160.865,160.78,1681139100000,907
88836,160.8662,160.81,160.89,160.9249,160.795,1681139160000,1012
91154,160.8738,160.895,160.855,160.915,160.84,1681139220000,1081
107240,160.9383,160.855,160.97,160.99,160.8426,1681139280000,1124
165282,161.0419,160.98,161.0601,161.1,160.97,1681139340000,1788
159070,161.1321,161.06,161.22,161.22,161.0519,1681139400000,1401
112131,161.1631,161.22,161.1601,161.225,161.11,1681139460000,1118
140923,161.2337,161.165,161.27,161.285,161.16,1681139520000,1298
147766,161.2914,161.2793,161.33,161.34,161.2502,1681139580000,1418
131861,161.3159,161.33,161.32,161.3793,161.26,1681139640000,1090
140251,161.3467,161.3214,161.3301,161.3999,161.3,1681139700000,1747
100581,161.353,161.33,161.37,161.38,161.3208,1681139760000,1245
87592,161.3645,161.3788,161.37,161.4,161.33,1681139820000,889
130942,161.3181,161.38,161.32,161.39,161.2601,1681139880000,1245
99042,161.2655,161.33,161.255,161.33,161.23,1681139940000,959
74008,161.2326,161.27,161.21,161.2713,161.2,1681140000000,836
102073,161.2925,161.22,161.32,161.36,161.22,1681140060000,872
70950,161.3422,161.315,161.35,161.38,161.3013,1681140120000,755
75593,161.2791,161.37,161.21,161.3899,161.2001,1681140180000,862
98660,161.1396,161.2064,161.11,161.21,161.1,1681140240000,1116
96989,161.1083,161.1101,161.09,161.15,161.06,1681140300000,920
96266,161.1333,161.1,161.162,161.1778,161.08,1681140360000,930
60437,161.1618,161.1601,161.15,161.19,161.13,1681140420000,627
65325,161.0846,161.14,161.08,161.14,161.05,1681140480000,722
75657,161.1148,161.08,161.135,161.14,161.07,1681140540000,740
69050,161.1789,161.1408,161.22,161.2283,161.12,1681140600000,840
55368,161.2116,161.215,161.19,161.2502,161.17,1681140660000,725
46329,161.1173,161.1999,161.11,161.1999,161.07,1681140720000,597
71815,161.1426,161.11,161.2,161.2,161.09,1681140780000,647
93049,161.2812,161.21,161.323,161.34,161.21,1681140840000,926
113486,161.3262,161.32,161.39,161.395,161.25,1681140900000,862
134542,161.4268,161.39,161.4707,161.48,161.36,1681140960000,1046
72758,161.3932,161.4755,161.34,161.4755,161.32,1681141020000,718
65681,161.3852,161.35,161.4301,161.4301,161.35,1681141080000,641
98026,161.4533,161.44,161.47,161.49,161.42,1681141140000,793
74735,161.4561,161.48,161.46,161.49,161.43,1681141200000,757
61399,161.4442,161.46,161.4411,161.47,161.4111,1681141260000,638
111506,161.4981,161.44,161.52,161.54,161.43,1681141320000,1038
120705,161.4985,161.529,161.5403,161.55,161.44,1681141380000,1277
94751,161.5768,161.54,161.58,161.61,161.53,1681141440000,947
92453,161.5093,161.58,161.4603,161.58,161.46,1681141500000,933
78860,161.4357,161.4683,161.38,161.47,161.3709,1681141560000,909
47215,161.3737,161.38,161.3718,161.4,161.335,1681141620000,655
54494,161.4029,161.3792,161.395,161.435,161.375,1681141680000,657
57747,161.4317,161.388,161.435,161.47,161.37,1681141740000,656
40458,161.4505,161.445,161.44,161.46,161.43,1681141800000,517
47460,161.4305,161.44,161.4199,161.45,161.41,1681141860000,633
58994,161.4385,161.42,161.4601,161.4799,161.39,1681141920000,654
35107,161.4187,161.465,161.3701,161.47,161.37,1681141980000,587
98737,161.3361,161.37,161.3301,161.375,161.3,1681142040000,1000
83876,161.288,161.32,161.26,161.33,161.255,1681142100000,1005
86082,161.2312,161.25,161.22,161.2772,161.18,1681142160000,873
77054,161.1882,161.23,161.2399,161.2399,161.15,1681142220000,907
62847,161.1659,161.2303,161.14,161.235,161.13,1681142280000,698
63797,161.1084,161.15,161.1008,161.15,161.08,1681142340000,760
55229,161.1131,161.1,161.09,161.1492,161.08,1681142400000,749
121371,161.041,161.09,161.07,161.09,161.01,1681142460000,1024
54894,161.0379,161.08,161.0401,161.09,161.02,1681142520000,657
87116,160.9759,161.03,160.9101,161.03,160.9101,1681142580000,1289
104269,160.87,160.91,160.8901,160.91,160.8301,1681142640000,1029
82257,160.8187,160.9,160.7701,160.9,160.7617,1681142700000,961
131955,160.7046,160.77,160.7101,160.77,160.6467,1681142760000,1262
161584,160.6835,160.715,160.66,160.7198,160.64,1681142820000,1452
91116,160.6351,160.665,160.62,160.6819,160.6,1681142880000,1029
110274,160.7198,160.62,160.81,160.82,160.6001,1681142940000,1005
83598,160.7741,160.815,160.7293,160.815,160.72,1681143000000,852
49165,160.7548,160.73,160.76,160.79,160.72,1681143060000,597
61432,160.7032,160.7523,160.6686,160.7585,160.66,1681143120000,686
45514,160.65,160.66,160.6881,160.6881,160.62,1681143180000,593
64725,160.6666,160.69,160.67,160.7102,160.62,1681143240000,634
57073,160.7153,160.66,160.745,160.76,160.6598,1681143300000,724
47022,160.7214,160.74,160.716,160.75,160.68,1681143360000,586
43558,160.7001,160.719,160.6931,160.74,160.66,1681143420000,580
60291,160.6925,160.69,160.7201,160.75,160.64,1681143480000,716
40628,160.7014,160.7204,160.6912,160.7305,160.68,1681143540000,546
58994,160.7206,160.695,160.71,160.77,160.68,1681143600000,746
